,std_dt,ticker,administrative_issues_reason
4449,20160524,A048870,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 자기자본 10억원 미만, 자본잠식률 50% 이상, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4450,20160819,A048870,"최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4451,20170323,A048870,
4452,19991228,A048910,
4453,19991228,A049000,
4454,20070315,A049000,사유미상
4455,20080311,A049000,
4456,20090330,A049000,자본잠식률 50% 이상
4457,20090403,A049000,
4458,20090504,A049000,자본잠식률 50% 이상
4459,20090817,A049000,
4460,20130729,A049000,상장폐지사유 발생
4461,20130830,A049000,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 자기자본 10억원 미만, 자본잠식률 50% 이상"
4462,20130910,A049000,
4463,19991228,A049070,
4464,19991228,A049080,
4465,19991228,A049120,
4466,19991228,A049180,
4467,20070321,A049180,사유미상
4468,20080304,A049180,
4469,20191227,A049180,액면가액 일정비율 미달
4470,20200320,A049180,"액면가액 일정비율 미달, 자본잠식률 50% 이상"
4471,20200818,A049180,"반기보고서 미제출, 액면가액 일정비율 미달, 자본잠식률 50% 이상"
4472,20200825,A049180,액면가액 일정비율 미달
4473,19991228,A049370,
4474,19991228,A049430,
4475,19991228,A049470,
4476,19991228,A049480,
4477,19991228,A049520,
4478,19991228,A049550,
4479,19991228,A049630,
4480,19991228,A049690,
4481,20050401,A049690,사유미상
4482,20060403,A049690,
4483,20110329,A049690,상장폐지사유 발생
4484,20110401,A049690,"사업보고서 미제출, 상장폐지사유 발생"
4485,20110425,A049690,
4486,19991228,A049720,
4487,19991228,A049770,
4488,19991228,A049790,
4489,20021024,A049790,사유미상
4490,20021025,A049790,
4491,20021031,A049790,사유미상
4492,20021202,A049790,
4493,19991228,A049800,
4494,19991228,A049830,
4495,19991228,A049950,
4496,19991228,A049960,
4497,19991228,A050050,
4498,20040416,A050050,사유미상
4499,20040609,A050050,
4500,20040614,A050050,사유미상
4501,20050104,A050050,
4502,20050114,A050050,사유미상
4503,20060412,A050050,
4504,20120224,A050050,불성실공시(누계벌점 2년간 15점)
4505,20120402,A050050,"불성실공시(누계벌점 2년간 15점), 사업보고서 미제출, 정기주주총회 미개최 또는 재무제표 미승인"
4506,20120410,A050050,"불성실공시(누계벌점 2년간 15점), 상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
4507,20120816,A050050,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 불성실공시(누계벌점 2년간 15점), 상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
4508,20120917,A050050,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 불성실공시(누계벌점 2년간 15점), 상장폐지사유 발생, 자기자본 10억원 미만, 자본잠식률 50% 이상, 정기주주총회 미개최 또는 재무제표 미승인, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4509,20120926,A050050,
4510,19991228,A050090,
4511,19991228,A050110,
4512,19991228,A050120,
4513,19991228,A050320,
4514,20170323,A050320,최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)
4515,20180321,A050320,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
4516,20180504,A050320,"상장폐지사유 발생, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4517,20190702,A050320,"상장폐지사유 발생, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4518,20190814,A050320,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4519,19991228,A050470,
4520,20040618,A050470,사유미상
4521,20050629,A050470,
4522,20110324,A050470,"자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4523,20110817,A050470,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
4524,20111202,A050470,"최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 회생절차 개시신청"
4525,20120120,A050470,"불성실공시(누계벌점 2년간 15점), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 회생절차 개시신청"
4526,20120321,A050470,"불성실공시(누계벌점 2년간 15점), 상장폐지사유 발생, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 회생절차 개시신청"
4527,20120402,A050470,"불성실공시(누계벌점 2년간 15점), 사외이사수 미달, 상장폐지사유 발생, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 회생절차 개시신청"
4528,20120502,A050470,
4529,19991228,A050540,
4530,20200324,A050540,상장폐지사유 발생
4531,20200814,A050540,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생"
4532,19991228,A050600,
4533,20080331,A050600,사유미상
4534,20080909,A050600,
4535,19991228,A050640,
4536,20110706,A050640,상장폐지사유 발생
4537,20110720,A050640,"상장폐지사유 발생, 회생절차 개시신청"
4538,20110822,A050640,
4539,19991228,A050760,
4540,19991228,A050860,
4541,19991228,A050890,
4542,19991228,A050960,
4543,19991228,A051160,
4544,19991228,A051170,
4545,20170331,A051170,최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)
4546,20170816,A051170,"반기보고서 미제출, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
4547,20170825,A051170,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
4548,20180212,A051170,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 회생절차 개시신청"
4549,20180315,A051170,
4550,19991228,A051310,
4551,20160307,A051310,자본잠식(자본금의 50/100이상 잠식)
4552,20160415,A051310,
4553,19991228,A051360,
4554,19991228,A051370,
4555,19991228,A051380,
4556,20040226,A051380,사유미상
4557,20050302,A051380,
4558,19991228,A051390,
4559,19991228,A051490,
4560,19991228,A051500,
4561,19991228,A051530,
4562,20070319,A051530,사유미상
4563,20080312,A051530,
4564,20090327,A051530,자본잠식률 50% 이상
4565,20090403,A051530,
4566,20090504,A051530,"매출액 30억원 미달, 자기자본 10억원 미만, 자본잠식률 50% 이상"
4567,20090817,A051530,매출액 30억원 미달
4568,20090923,A051530,"매출액 30억원 미달, 상장폐지사유 발생"
4569,20091103,A051530,
4570,19991228,A051600,
4571,19991228,A051630,
4572,19991228,A051710,
4573,20130322,A051710,"상장폐지사유 발생, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4574,20130502,A051710,
4575,19991228,A051780,
4576,19991228,A051820,
4577,19991228,A051900,
4578,19991228,A051910,
4579,19991228,A051980,
4580,20040513,A051980,사유미상
4581,20050629,A051980,
4582,20170324,A051980,최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)
4583,20180323,A051980,
4584,20190816,A051980,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정"
4585,20200323,A051980,
4586,19991228,A052020,
4587,19991228,A052190,
4588,20180323,A052190,"상장폐지사유 발생, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4589,20180731,A052190,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
4590,20190319,A052190,
4591,20200324,A052190,상장폐지사유 발생
4592,20200818,A052190,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생"
4593,19991228,A052210,
4594,20091113,A052210,불성실공시(누계벌점 2년간 15점)
4595,20100914,A052210,"불성실공시(누계벌점 2년간 15점), 상장폐지사유 발생"
4596,20101206,A052210,
4597,19991228,A052220,
4598,19991228,A052260,
4599,19991228,A052270,
4600,20150401,A052270,정기주주총회 미개최 또는 재무제표 미승인
4601,20150413,A052270,"상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인"
4602,20150917,A052270,정기주주총회 미개최 또는 재무제표 미승인
4603,20160322,A052270,"정기주주총회 미개최 또는 재무제표 미승인, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4604,20160330,A052270,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
4605,20160817,A052270,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4606,20170322,A052270,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 자기자본 10억원 미만, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4607,20170413,A052270,
4608,19991228,A052290,
4609,20090324,A052290,자본잠식률 50% 이상
4610,20090403,A052290,
4611,20090504,A052290,자본잠식률 50% 이상
4612,20090810,A052290,
4613,20090818,A052290,상장폐지사유 발생
4614,20100312,A052290,
4615,20180323,A052290,상장폐지사유 발생
4616,20180816,A052290,"반기보고서 미제출, 상장폐지사유 발생"
4617,20180817,A052290,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생"
4618,20181011,A052290,
4619,19991228,A052300,
4620,20050401,A052300,사유미상
4621,20060403,A052300,
4622,20070312,A052300,사유미상
4623,20070423,A052300,
4624,20070430,A052300,사유미상
4625,20080319,A052300,
4626,19991228,A052310,
4627,20080321,A052310,사유미상
4628,20090324,A052310,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
4629,20090401,A052310,정기주주총회 미개최 또는 재무제표 미승인
4630,20090403,A052310,
4631,19991228,A052330,
4632,19991228,A052350,
4633,20040416,A052350,사유미상
4634,20050629,A052350,
4635,20070321,A052350,사유미상
4636,20070809,A052350,
4637,20120104,A052350,불성실공시(누계벌점 2년간 15점)
4638,20120131,A052350,"불성실공시(누계벌점 2년간 15점), 상장폐지사유 발생"
4639,20120323,A052350,"불성실공시(누계벌점 2년간 15점), 상장폐지사유 발생, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
4640,20120402,A052350,"불성실공시(누계벌점 2년간 15점), 사업보고서 미제출, 상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
4641,20120417,A052350,
4642,19991228,A052400,
4643,20200320,A052400,상장폐지사유 발생
4644,20200818,A052400,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생"
4645,20200922,A052400,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정"
4646,20201022,A052400,
4647,19991228,A052420,
4648,20140324,A052420,"자기자본 10억원 미만, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4649,20140818,A052420,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
4650,20150318,A052420,"최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4651,20160318,A052420,
4652,19991228,A052460,
4653,19991228,A052560,
4654,20041223,A052560,사유미상
4655,20051212,A052560,
4656,20051219,A052560,사유미상
4657,20060403,A052560,
4658,20060831,A052560,사유미상
4659,20080303,A052560,
4660,20080818,A052560,사유미상
4661,20090324,A052560,시가총액 40억원 미달 30일 연속  - (2009.02.04 상장폐지실질심사제도 추가)
4662,20090326,A052560,자기자본 10억원 미만
4663,20090403,A052560,
4664,20090504,A052560,"매출액 30억원 미달, 반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 시가총액 40억원 미달 30일 연속  - (2009.02.04 상장폐지실질심사제도 추가), 자기자본 10억원 미만, 자본잠식률 50% 이상"
4665,20090525,A052560,"매출액 30억원 미달, 반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 시가총액 40억원 미달 30일 연속  - (2009.02.04 상장폐지실질심사제도 추가), 자기자본 10억원 미만, 자본잠식률 50% 이상"
4666,20090701,A052560,
4667,19991228,A052600,
4668,19991228,A052640,
4669,20090826,A052640,상장폐지사유 발생
4670,20091007,A052640,
4671,19991228,A052650,
4672,20120830,A052650,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정"
4673,20130322,A052650,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 자본잠식률 50% 이상"
4674,20130402,A052650,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 자본잠식률 50% 이상, 정기주주총회 미개최 또는 재무제표 미승인"
4675,20130412,A052650,
4676,19991228,A052670,
4677,19991228,A052690,
4678,19991228,A052710,
4679,19991228,A052770,
4680,20180323,A052770,"자기자본 10억원 미만, 자본잠식률 50% 이상"
4681,20180816,A052770,"반기보고서 미제출, 자기자본 10억원 미만, 자본잠식률 50% 이상"
4682,20180824,A052770,
4683,20190212,A052770,액면가액 일정비율 미달
4684,20190329,A052770,"상장폐지사유 발생, 액면가액 일정비율 미달"
4685,20190409,A052770,"상장폐지사유 발생, 액면가액 일정비율 미달, 회생절차 개시신청"
4686,20190816,A052770,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 액면가액 일정비율 미달, 자기자본 10억원 미만, 자본잠식률 50% 이상, 회생절차 개시신청"
4687,20191112,A052770,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 액면가액 일정비율 미달, 자기자본 10억원 미만, 자본잠식률 50% 이상"
4688,20200327,A052770,"상장폐지사유 발생, 액면가액 일정비율 미달"
4689,20200406,A052770,액면가액 일정비율 미달
4690,19991228,A052790,
4691,19991228,A052810,
4692,20110323,A052810,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
4693,20110817,A052810,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4694,20111010,A052810,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4695,20111122,A052810,
4696,19991228,A052860,
4697,20160318,A052860,최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)
4698,20170317,A052860,
4699,19991228,A052900,
4700,20150828,A052900,불성실공시(누계벌점 2년간 15점)
4701,20160829,A052900,
4702,19991228,A052970,
4703,20090817,A052970,자본잠식률 50% 이상
4704,20100223,A052970,"상장폐지사유 발생, 자본잠식률 50% 이상"
4705,20100401,A052970,"사외이사수 미달, 상장폐지사유 발생, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4706,20100413,A052970,"사외이사수 미달, 상장폐지사유 발생, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4707,20100726,A052970,"상장폐지사유 발생, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4708,20100817,A052970,"상장폐지사유 발생, 자기자본 10억원 미만, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4709,20100917,A052970,"불성실공시(누계벌점 2년간 15점), 상장폐지사유 발생, 자기자본 10억원 미만, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4710,20101020,A052970,
4711,19991228,A053000,
4712,19991228,A053030,
4713,19991228,A053040,
4714,20050418,A053040,사유미상
4715,20080221,A053040,
4716,20111121,A053040,파산신청
4717,20111122,A053040,
4718,20120316,A053040,상장폐지사유 발생
4719,20120402,A053040,"사업보고서 미제출, 상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인"
4720,20120410,A053040,"상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인"
4721,20120517,A053040,
4722,19991228,A053050,
4723,20050418,A053050,사유미상
4724,20060329,A053050,
4725,19991228,A053060,
4726,20200915,A053060,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 자본잠식률 50% 이상"
4727,19991228,A053070,
4728,20081023,A053070,사유미상
4729,20090324,A053070,자기자본 10억원 미만
4730,20090403,A053070,
4731,20090504,A053070,"불성실공시(누계벌점 2년간 15점), 상장폐지사유 발생, 자기자본 10억원 미만, 자본잠식률 50% 이상"
4732,20090603,A053070,
4733,19991228,A053080,
4734,19991228,A053110,
4735,20040416,A053110,사유미상
4736,20050322,A053110,
4737,20160920,A053110,불성실공시(누계벌점 2년간 15점)
4738,20170920,A053110,
4739,19991228,A053160,
4740,19991228,A053170,
4741,20070413,A053170,사유미상
4742,20090324,A053170,시가총액 40억원 미달 30일 연속  - (2009.02.04 상장폐지실질심사제도 추가)
4743,20090325,A053170,자기자본 10억원 미만
4744,20090401,A053170,정기주주총회 미개최 또는 재무제표 미승인
4745,20090403,A053170,
4746,19991228,A053200,
4747,20040323,A053200,사유미상
4748,20040406,A053200,
4749,19991228,A053210,
4750,19991228,A053250,
4751,20040416,A053250,사유미상
4752,20050218,A053250,
4753,20050225,A053250,사유미상
4754,20050404,A053250,
4755,19991228,A053260,
4756,19991228,A053270,
4757,19991228,A053280,
4758,19991228,A053290,
4759,19991228,A053300,
4760,19991228,A053320,
4761,20080102,A053320,사유미상
4762,20090320,A053320,
4763,20131223,A053320,상장폐지사유 발생
4764,20140207,A053320,
4765,19991228,A053330,
4766,20040524,A053330,사유미상
4767,20050629,A053330,
4768,20141031,A053330,회생절차 개시신청
4769,20141120,A053330,"불성실공시(누계벌점 2년간 15점), 회생절차 개시신청"
4770,20150331,A053330,"불성실공시(누계벌점 2년간 15점), 상장폐지사유 발생, 자기자본 10억원 미만, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 회생절차 개시신청"
4771,20150401,A053330,"불성실공시(누계벌점 2년간 15점), 사업보고서 미제출, 상장폐지사유 발생, 자기자본 10억원 미만, 자본잠식률 50% 이상, 정기주주총회 미개최 또는 재무제표 미승인, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 회생절차 개시신청"
4772,20150423,A053330,
4773,19991228,A053350,
4774,19991228,A053440,
4775,19991228,A053450,
4776,19991228,A053470,
4777,20060403,A053470,사유미상
4778,20060921,A053470,
4779,20061002,A053470,사유미상
4780,20080619,A053470,
4781,20100326,A053470,상장폐지사유 발생
4782,20100401,A053470,"상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인"
4783,20100503,A053470,"사업보고서 미제출, 상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인"
4784,20100510,A053470,
4785,19991228,A053580,
4786,19991228,A053590,
4787,20040331,A053590,사유미상
4788,20040615,A053590,
4789,20040628,A053590,사유미상
4790,20050629,A053590,
4791,19991228,A053610,
4792,19991228,A053620,
4793,19991228,A053660,
4794,20150818,A053660,반기보고서 미제출
4795,20150828,A053660,"반기보고서 미제출, 반기보고서 법정제출기한 익일부터 10일 이내 반기 검토(감사)보고서 미신고"
4796,20151117,A053660,반기보고서 법정제출기한 익일부터 10일 이내 반기 검토(감사)보고서 미신고
4797,20160331,A053660,"반기보고서 법정제출기한 익일부터 10일 이내 반기 검토(감사)보고서 미신고, 사업보고서 미제출, 정기주주총회 미개최 또는 재무제표 미승인"
4798,20160412,A053660,"사업보고서 미제출, 정기주주총회 미개최 또는 재무제표 미승인"
4799,20170331,A053660,사업보고서 미제출
4800,20170907,A053660,"불성실공시(누계벌점 2년간 15점), 사업보고서 미제출"
4801,20180323,A053660,"불성실공시(누계벌점 2년간 15점), 사업보고서 미제출, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4802,20180402,A053660,"불성실공시(누계벌점 2년간 15점), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4803,20180907,A053660,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
4804,20190322,A053660,
4805,20200403,A053660,상장폐지사유 발생
4806,20200421,A053660,"상장폐지사유 발생, 회생절차 개시신청"
4807,20200818,A053660,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 자기자본 10억원 미만, 자본잠식률 50% 이상, 회생절차 개시신청"
4808,19991228,A053690,
4809,19991228,A053700,
4810,20100330,A053700,"자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4811,20100817,A053700,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
4812,20110317,A053700,
4813,19991228,A053740,
4814,19991228,A053800,
4815,19991228,A053810,
4816,20040525,A053810,사유미상
4817,20041214,A053810,
4818,20041217,A053810,사유미상
4819,20050801,A053810,
4820,20120213,A053810,불성실공시(누계벌점 2년간 15점)
4821,20130322,A053810,"불성실공시(누계벌점 2년간 15점), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4822,20140213,A053810,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
4823,20140324,A053810,
4824,20150324,A053810,"최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4825,20150818,A053810,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4826,20160323,A053810,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4827,20160817,A053810,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 반기보고서 미제출, 상장폐지사유 발생, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4828,20160829,A053810,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4829,20160919,A053810,
4830,19991228,A053870,
4831,20040416,A053870,사유미상
4832,20050302,A053870,
4833,20150324,A053870,"매출액 30억원 미달, 자본잠식률 50% 이상, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4834,20150818,A053870,"매출액 30억원 미달, 반기보고서 미제출, 자본잠식률 50% 이상, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4835,20150831,A053870,"매출액 30억원 미달, 반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 자본잠식률 50% 이상, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4836,20151015,A053870,
4837,19991228,A053890,
4838,20090327,A053890,자기자본 10억원 미만
4839,20090401,A053890,사업보고서 미제출
4840,20090403,A053890,
4841,19991228,A053950,
4842,20190329,A053950,상장폐지사유 발생
4843,20190830,A053950,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생"
4844,20191002,A053950,상장폐지사유 발생
4845,20191022,A053950,
4846,19991228,A053960,
4847,20030401,A053960,사유미상
4848,20030415,A053960,
4849,19991228,A053980,
4850,19991228,A054010,
4851,20110211,A054010,불성실공시(누계벌점 2년간 15점)
4852,20110329,A054010,"불성실공시(누계벌점 2년간 15점), 자기자본 10억원 미만, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4853,20110830,A054010,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 불성실공시(누계벌점 2년간 15점), 상장폐지사유 발생, 자기자본 10억원 미만, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4854,20111006,A054010,
4855,19991228,A054020,
4856,20070319,A054020,사유미상
4857,20070814,A054020,
4858,20100324,A054020,상장폐지사유 발생
4859,20100401,A054020,"사업보고서 미제출, 상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인"
4860,20100405,A054020,
4861,19991228,A054040,
4862,19991228,A054050,
4863,19991228,A054080,
4864,20050316,A054080,사유미상
4865,20050330,A054080,
4866,19991228,A054090,
4867,19991228,A054120,
4868,20110322,A054120,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
4869,20111215,A054120,
4870,19991228,A054150,
4871,20050418,A054150,사유미상
4872,20060630,A054150,
4873,20080321,A054150,사유미상
4874,20080818,A054150,
4875,20100326,A054150,"매출액 30억원 미달, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4876,20100708,A054150,"매출액 30억원 미달, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 파산신청"
4877,20100817,A054150,"매출액 30억원 미달, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 파산신청"
4878,20100818,A054150,"매출액 30억원 미달, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
4879,20101005,A054150,"매출액 30억원 미달, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 파산신청"
4880,20101007,A054150,"매출액 30억원 미달, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
