Symbol,isin
A015920,KR7015920002
A015940,KR7015940000
A015980,KR7015980006
A016040,KR7016040008
A016070,KR7016070005
A016140,KR7016140006
A016160,KR7016160004
A016170,KR7016170003
A016230,KR7016230005
A016310,KR7016310005
A016350,KR7016350001
A016390,KR7016390007
A016420,KR7016420002
A016430,KR7016430001
A016480,KR7016480006
A016500,KR7016500001
A016510,KR7016510000
A016550,KR7016550006
A016560,KR7016560005
A016570,KR7016570004
A016620,KR7016620007
A016640,KR7016640005
A016680,KR7016680001
A016690,KR7016690000
A016830,KR7016830002
A016890,KR7016890006
A016970,KR7016970006
A016990,KR7016990004
A017010,KR7017010000
A017050,KR7017050006
A017070,KR7017070004
A017090,KR7017090002
A017110,KR7017110008
A017120,KR7017120007
A017160,KR7017160003
A017170,KR7017170002
A017210,KR7017210006
A017300,KR7017300005
A017320,KR7017320003
A017410,KR7017410002
A017620,KR7017620006
A017680,KR7017680000
A017740,KR7017740002
A018020,KR7018020008
A018180,KR7018180000
A018230,KR7018230003
A018380,KR7018380006
A018410,KR7018410001
A018480,KR7018480004
A018550,KR7018550004
A018570,KR7018570002
A018590,KR7018590000
A018720,KR7018720003
A018740,KR7018740001
A018840,KR7018840009
A018860,KR7018860007
A018890,KR7018890004
A018910,KR7018910000
A019120,KR7019120005
A019230,KR7019230002
A019260,KR7019260009
A019300,KR7019300003
A019380,KR7019380005
A019430,KR7019430008
A019460,KR7019460005
A019530,KR7019530005
A019560,KR7019560002
A019640,KR7019640002
A019730,KR7019730001
A019930,KR7019930007
A020070,KR7020070009
A020100,KR7020100004
A020490,KR7020490009
A020620,KR7020620001
A020860,KR7020860003
A020880,KR7020880001
A021060,KR7021060009
A021090,KR7021090006
A021170,KR7021170006
A021220,KR7021220009
A021310,KR7021310008
A021570,KR7021570007
A021600,KR7021600002
A021610,KR7021610001
A021660,KR7021660006
A021740,KR7021740006
A021870,KR7021870001
A021930,KR7021930003
A021960,KR7021960000
A022020,KR7022020002
A022060,KR7022060008
A022130,KR7022130009
A022510,KR7022510002
A022520,KR7022520001
A022610,KR7022610000
A022770,KR7022770002
A022780,KR7022780001
A022870,KR7022870000
A023020,KR7023020001
A023130,KR7023130008
A023140,KR7023140007
A023420,KR7023420003
A023430,KR7023430002
A023580,KR7023580004
A023670,KR7023670003
A023710,KR7023710007
A023780,KR7023780000
A023880,KR7023880008
A023920,KR7023920002
A024080,KR7024080004
A024100,KR7024100000
A024660,KR7024660003
A024820,KR7024820003
A024860,KR7024860009
A024870,KR7024870008
A024930,KR7024930000
A024960,KR7024960007
A025080,KR7025080003
A025090,KR7025090002
A025150,KR7025150004
A025220,KR7025220005
A025270,KR7025270000
A025340,KR7025340001
A025450,KR7025450008
A025460,KR7025460007
A025610,KR7025610007
A025690,KR7025690009
A025830,KR7025830001
A025840,KR7025840000
A025850,KR7025850009
A025910,KR7025910001
A025920,KR7025920000
A025930,KR7025930009
A025940,KR7025940008
A025960,KR7025960006
A025970,KR7025970005
A026180,KR7026180000
A026220,KR7026220004
A026230,KR7026230003
A026240,KR7026240002
A026250,KR7026250001
A026260,KR7026260000
A026540,KR7026540005
A026870,KR7026870006
A026900,KR7026900001
A026920,KR7026920009
A026930,KR7026930008
A026950,KR7026950006
A027350,KR7027350008
A027390,KR7027390004
A027440,KR7027440007
A027450,KR7027450006
A027460,KR7027460005
A027560,KR7027560002
A027610,KR7027610005
A027840,KR7027840008
A027890,KR7027890003
A028090,KR7028090009
A029470,KR7029470002
A029890,KR7029890001
A030030,KR7030030001
A030270,KR7030270003
A030390,KR7030390009
A030420,KR7030420004
A030700,KR7030700009
A030710,KR7030710008
A030970,KR7030970008
A031090,KR7031090004
A031150,KR7031150006
A031800,KR7031800006
A031920,KR7031920002
A031950,KR7031950009
A031960,KR7031960008
A031970,KR7031970007
A031990,KR7031990005
A032030,KR7032030009
A032050,KR7032050007
A032150,KR7032150005
A032180,KR7032180002
A032290,KR7032290009
A032380,KR7032380008
A032390,KR7032390007
A032420,KR7032420002
A032570,KR7032570004
A032590,KR7032590002
A032600,KR7032600009
A032610,KR7032610008
A032710,KR7032710006
A032780,KR7032780009
A032930,KR7032930000
A032970,KR7032970006
A033020,KR7033020009
A033040,KR7033040007
A033070,KR7033070004
A033190,KR7033190000
A033210,KR7033210006
A033220,KR7033220005
A033260,KR7033260001
A033280,KR7033280009
A033300,KR7033300005
A033330,KR7033330002
A033350,KR7033350000
A033510,KR7033510009
A033630,KR7033630005
A033720,KR7033720004
A033850,KR7033850009
A033880,KR7033880006
A034010,KR7034010009
A034510,KR7034510008
A034600,KR7034600007
A034660,KR7034660001
A034750,KR7034750000
A034970,KR7034970004
A034980,KR7034980003
A035010,KR7035010008
A035210,KR7035210004
A035270,KR7035270008
A035400,KR7035400001
A035450,KR7035450006
A035480,KR7035480003
A035500,KR7035500008
A035710,KR7035710003
A035780,KR7035780006
A035830,KR7035830009
A035870,KR7035870005
A035910,KR7035910009
A035950,KR7035950005
A035960,KR7035960004
A036020,KR7036020006
A036210,KR7036210003
A036270,KR7036270007
A036280,KR7036280006
A036360,KR7036360006
A036500,KR7036500007
A036550,KR7036550002
A036590,KR7036590008
A036600,KR7036600005
A036610,KR7036610004
A036660,KR7036660009
A036720,KR7036720001
A036760,KR7036760007
A036790,KR7036790004
A036820,KR7036820009
A036850,KR7036850006
A036880,KR7036880003
A036900,KR7036900009
A036910,KR7036910008
A036920,KR7036920007
A037010,KR7037010006
A037020,KR7037020005
A037060,KR7037060001
A037110,KR7037110004
A037120,KR7037120003
A037150,KR7037150000
A037200,KR7037200003
A037220,KR7037220001
A037240,KR7037240009
A037250,KR7037250008
A037280,KR7037280005
A037320,KR7037320009
A037380,KR7037380003
A037410,KR7037410008
A037540,KR7037540002
A037550,KR7037550001
A037600,KR7037600004
A037620,KR7037620002
A037630,KR7037630001
A037650,KR7037650009
A037700,KR7037700002
A037730,KR7037730009
A037740,KR7037740008
A037750,KR7037750007
A037830,KR7037830007
A038050,KR7038050001
A038100,KR7038100004
A038120,KR7038120002
A038320,KR7038320008
A038400,KR7038400008
A038410,KR7038410007
A038690,KR7038690004
A038720,KR7038720009
A038810,KR7038810008
A038830,KR7038830006
A038920,KR7038920005
A038960,KR7038960001
A038980,KR7038980009
A039000,KR7039000005
A039040,KR7039040001
A039060,KR7039060009
A039350,KR7039350004
A039390,KR7039390000
A039500,KR7039500004
A039530,KR7039530001
A039580,KR7039580006
A039790,KR7039790001
A039850,KR7039850003
A039870,KR7039870001
A039990,KR7039990007
A040020,KR7040020000
A040130,KR7040130007
A040180,KR7040180002
A040670,KR7040670002
A040740,KR7040740003
A040750,KR7040750002
A040780,KR7040780009
A041030,KR7041030008
A041060,KR7041060005
A041310,KR7041310004
A041320,KR7041320003
A041450,KR7041450008
A041550,KR7041550005
A041630,KR7041630005
A041800,KR7041800004
A041940,KR7041940008
A042100,KR7042100008
A042340,KR7042340000
A042470,KR7042470005
A042570,KR7042570002
A042820,KR7042820001
A042870,KR7042870006
A042960,KR7042960005
A043580,KR7043580000
A043630,KR7043630003
A043680,KR7043680008
A043690,KR7043690007
A043790,KR7043790005
A043890,KR7043890003
A044070,KR7044070001
A044370,KR7044370005
A044440,KR7044440006
A044570,KR7044570000
A044640,KR7044640001
A044770,KR7044770006
A045050,KR7045050002
A045240,KR7045240009
A045260,KR7045260007
A045290,KR7045290004
A045310,KR7045310000
A045380,KR7045380003
A045400,KR7045400009
A045470,KR7045470002
A045710,KR7045710001
A045820,KR7045820008
A045880,KR7045880002
A045920,KR7045920006
A046000,KR7046000006
A046240,KR7046240008
A046320,KR7046320008
A046350,KR7046350005
A046430,KR7046430005
A046720,KR7046720009
A046810,KR7046810008
A046930,KR7046930004
A047060,KR7047060009
A047370,KR7047370002
A047440,KR7047440003
A047450,KR7047450002
A047600,KR7047600002
A047610,KR7047610001
A047710,KR7047710009
A047940,KR7047940002
A048130,KR7048130009
A048140,KR7048140008
A048150,KR7048150007
A048270,KR7048270003
A048460,KR7048460000
A048510,KR7048510002
A048540,KR7048540009
A048640,KR7048640007
A048760,KR7048760003
A049000,KR7049000003
A049370,KR7049370000
A049690,KR7049690001
A049790,KR7049790009
A050050,KR7050050004
A050470,KR7050470004
A050600,KR7050600006
A050640,KR7050640002
A051170,KR7051170009
A051310,KR7051310001
A051530,KR7051530004
A051710,KR7051710002
A051820,KR7051820009
A052210,KR7052210002
A052270,KR7052270006
A052290,KR7052290004
A052310,KR7052310000
A052350,KR7052350006
A052560,KR7052560000
A052640,KR7052640000
A052650,KR7052650009
A052810,KR7052810009
A052970,KR7052970001
A053000,KR7053000006
A053040,KR7053040002
A053070,KR7053070009
A053170,KR7053170007
A053200,KR7053200002
A053250,KR7053250007
A053320,KR7053320008
A053330,KR7053330007
A053440,KR7053440004
A053470,KR7053470001
A053740,KR7053740007
A053810,KR7053810008
A053870,KR7053870002
A053890,KR7053890000
A053960,KR7053960001
A054010,KR7054010004
A054020,KR7054020003
A054080,KR7054080007
A054120,KR7054120001
A054150,KR7054150008
A054170,KR7054170006
A054250,KR7054250006
A054340,KR7054340005
A054370,KR7054370002
A054440,KR7054440003
A054530,KR7054530001
A054650,KR7054650007
A054790,KR7054790001
A055000,KR7055000004
A055250,KR7055250005
A055810,KR7055810006
A055970,KR7055970008
A056010,KR7056010002
A056020,KR7056020001
A056060,KR7056060007
A056140,KR7056140007
A056200,KR7056200009
A056340,KR7056340003
A056500,KR7056500002
A056710,KR7056710007
A056810,KR7056810005
A056850,KR7056850001
A057100,KR7057100000
A057110,KR7057110009
A057330,KR7057330003
A058370,KR7058370008
A058480,KR7058480005
A058550,KR7058550005
A058680,KR7058680000
A058690,KR7058690009
A058900,KR7058900002
A059720,KR7059720003
A060000,KR7060000007
A060410,KR7060410008
A060550,KR7060550001
A060660,KR7060660008
A060670,KR7060670007
A060750,KR7060750007
A060840,KR7060840006
A061050,KR7061050001
A061140,KR7061140000
A061460,KR7061460002
A062730,KR7062730007
A063280,KR7063280002
A063350,KR7063350003
A063510,KR7063510002
A064060,KR7064060007
A064420,KR7064420003
A064720,KR7064720006
A065160,KR7065160004
A065270,KR7065270001
A065340,KR7065340002
A065410,KR7065410003
A065610,KR7065610008
A065810,KR7065810004
A065910,KR7065910002
A065940,KR7065940009
A066060,KR7066060005
A066200,KR7066200007
A066270,KR7066270000
A066300,KR7066300005
A066330,KR7066330002
A066340,KR7066340001
A066350,KR7066350000
A066480,KR7066480005
A066690,KR7066690009
A066850,KR7066850009
A066930,KR7066930009
A067250,KR7067250001
A067850,KR7067850008
A067950,KR7067950006
A068060,KR7068060003
A068150,KR7068150002
A068630,KR7068630003
A068770,KR7068770007
A068870,KR7068870005
A069470,KR7069470003
A071360,KR7071360002
A071530,KR7071530000
A071660,KR7071660005
A071930,KR7071930002
A072530,KR7072530009
A073130,KR7073130007
A073780,KR7073780009
A073930,KR7073930000
A074130,KR7074130006
A074140,KR7074140005
A074150,KR7074150004
A076090,KR7076090000
A076170,KR7076170000
A077280,KR7077280006
A077960,KR7077960003
A078610,KR7078610003
A078670,KR7078670007
A078700,KR7078700002
A078780,KR7078780004
A079340,KR7079340006
A079440,KR7079440004
A079560,KR7079560009
A079660,KR7079660007
A079870,KR7079870002
A080140,KR7080140007
A080570,KR7080570005
A081090,KR7081090003
A081220,KR7081220006
A081500,KR7081500001
A081970,KR7081970006
A082390,KR7082390006
A082930,KR7082930009
A084450,KR7084450006
A084810,KR7084810001
A085680,KR7085680007
A085990,KR7085990000
A086200,KR7086200003
A086710,KR7086710001
A086830,KR7086830007
A087220,KR7087220000
A088020,KR7088020003
A088700,KR7088700000
A088810,KR7088810007
A088960,KR7088960000
A089240,KR7089240006
A089480,KR7089480008
A090090,KR7090090002
A090120,KR7090120007
A090730,KR7090730003
A091690,KR7091690008
A094190,KR7094190006
A095300,KR7095300000
A098400,KR7098400005
A099660,KR7099660003
A099830,KR7099830002
A101990,KR7101990000
A103130,KR7103130001
A103150,KR7103150009
A103160,KR7103160008
A104110,KR7104110002
A104120,KR7104120001
A105070,KR7105070007
A108070,KR7108070004
A108790,KR7108790007
A110310,KR7110310000
A110500,KR7110500006
A110570,KR7110570009
A111610,KR7111610002
A112240,KR7112240007
A114410,KR7114410004
A117930,KR7117930008
A121910,KR7121910004
A121950,KR7121950000
A122290,KR7122290000
A122750,KR7122750003
A122800,KR7122800006
A123100,KR7123100000
A123160,KR7123160004
A123260,KR7123260002
A123290,KR7123290009
A123300,KR7123300006
A123550,KR7123550006
A123910,KR7123910002
A124050,KR7124050006
A126680,KR7126680008
A128910,KR7128910007
A130960,KR7130960008
A134780,KR7134780006
A149940,KR7149940009
A155960,KR7155960008
A158380,KR7158380006
A192520,KR7192520005
A192530,KR7192530004
A194510,KR7194510004
A194610,KR7194610002
A197210,KR7197210008
A204440,KR7204440002
A204650,KR7204650006
A204760,KR7204760003
A204990,KR7204990006
A206660,KR7206660003
A207720,KR7207720004
A207930,KR7207930009
A208870,KR7208870006
A215580,KR7215580002
A215750,KR7215750001
A217810,KR7217810001
A218710,KR7218710002
A219580,KR7219580008
A219860,KR7219860004
A219960,KR7219960002
A221200,KR7221200009
A221950,KR7221950009
A222390,KR7222390007
A223040,KR7223040007
A225440,KR7225440007
A225650,KR7225650001
A226850,KR7226850006
A230490,KR7230490005
A232270,KR7232270009
A232330,KR7232330001
A235010,KR7235010006
A236810,KR7236810008
A240540,KR7240540005
A257730,KR7257730002
A262830,KR7262830003
A264290,KR7264290008
A265480,KR7265480004
A265920,KR7265920009
A271740,KR7271740003
A276920,KR7276920006
A277480,KR7277480000
A277810,KR7277810008
A279410,KR7279410005
A281410,KR7281410001
A300090,KR7300090008
A321820,KR7321820003
A335810,KR7335810008
A347860,KR7347860009
A348030,KR7348030008
A353060,KR7353060007
A357550,KR7357550003
A360190,KR7360190003
A365550,KR7365550003
A365590,KR7365590009
A367460,KR7367460003
A367480,KR7367480001
A368770,KR7368770004
A369370,KR7369370002
A900010,KYG887121070
A900020,KYG248141080
A900030,HK0000040383
A900040,KYG210AT1036
A900050,HK0000050325
A900060,HK0000051505
A900090,HK0000054723
A900130,HK0000064334
A900150,HK0000064342
A900180,HK0000065257
A950010,KR8136010004
A950030,KR8392020002
A950070,KR8702040005
A950100,KR8392060008
A950210,SGXZ38084430
